sample	chrom	loc.start	loc.end	num.mark	seg.mean	copy	ivg.copy
M063	22	16150000	50750000	323	-0.1014	2	0
M063	23	250000	2750000	23	0.2778	2	0
M063	23	2850000	155550000	1393	-1.119960158	1	-1
M063	23	155650000	155950000	4	0.1596	2	0
M063	24	2850000	26550000	118	-1.2767	1	-1
M064	1	950000	248850000	2135	0.016685012	2	0
M064	2	150000	242050000	2256	0.0633	2	0
M064	3	50000	198050000	1903	0.052	2	0
M064	4	150000	189950000	1817	0.0586	2	0
M064	5	150000	123550000	1146	0.0303	2	0
M064	5	123850000	124650000	9	-0.7993	1	-1
M064	5	124750000	181250000	549	0.0106	2	0
M064	6	250000	49350000	470	0.597	3	1
M064	6	49450000	82250000	292	0.052768836	2	0
M064	6	82350000	170550000	860	-0.7396	1	-1
M064	7	50000	64150000	570	0.0154	2	0
M064	7	64750000	65050000	4	1.9893	4	2
M064	7	65250000	159250000	895	0.023768492	2	0
M064	8	350000	112150000	1038	0.0564	2	0
M064	8	112250000	112950000	8	0.9339	4	2
M064	8	113050000	145050000	314	0.017	2	0
M064	9	250000	28950000	277	-0.7703	1	-1
M064	9	29050000	138050000	776	0.005	2	0
M064	10	50000	14050000	137	-0.7859	1	-1
M064	10	14150000	15550000	15	0.1322	2	0
M064	10	15650000	16250000	7	-1.1579	1	-1
M064	10	16350000	17150000	9	0.2785	2	0
M064	10	17250000	21450000	41	-0.8724	1	-1
M064	10	21550000	133650000	1038	0.025506936	2	0
M064	11	250000	134950000	1260	-0.0068	2	0
M064	12	150000	10250000	101	0.0819	2	0
M064	12	10350000	19150000	87	-0.6587	1	-1
M064	12	19250000	133150000	1067	0.0255	2	0
M064	13	18250000	114150000	929	-0.7453	1	-1
M064	14	19750000	106150000	843	0.0471	2	0
M064	14	106250000	106850000	7	1.2739	4	2
M064	15	17050000	22250000	5	1.1301	4	2
M064	15	22750000	101850000	757	0.215190621	2	0
M064	16	150000	90050000	713	-0.0664	2	0
M064	17	150000	83150000	746	-0.164390214	2	0
M064	18	250000	80250000	720	-0.0083	2	0
M064	19	350000	15450000	147	0.0203	2	0
M064	19	15550000	15950000	5	1.18	4	2
M064	19	16050000	19650000	37	-0.000889189	2	0
M064	19	19750000	22450000	19	1.849	4	2
M064	19	22550000	47550000	193	0.010184974	2	0
M064	19	47750000	48050000	4	-0.7464	1	-1
M064	19	48150000	58550000	101	-0.0166	2	0
M064	20	150000	64150000	593	-0.0156	2	0
M064	21	7950000	46550000	319	0.0259	2	0
M064	22	10750000	21950000	46	-0.0772	2	0
M064	22	22050000	22950000	8	1.0961	4	2
M064	22	23050000	50750000	273	-0.0151	2	0
M064	23	250000	3050000	26	0.1505	2	0
M064	23	3150000	139950000	1240	-1.0128	1	-1
M064	23	140050000	155950000	154	-0.1787	2	0
M064	24	2850000	26550000	118	-1.1245	1	-1
M065	1	950000	68350000	650	1.00E-04	2	0
M065	1	68450000	101250000	322	-0.7882	1	-1
M065	1	101350000	248850000	1163	0.0544	2	0
M065	2	150000	230050000	2141	0.037159458	2	0
M065	2	230150000	230550000	5	0.8969	4	2
M065	2	230650000	242050000	110	0.0342	2	0
M065	3	50000	198050000	1903	0.0267	2	0
M065	4	150000	189950000	1817	0.0127	2	0
M065	5	150000	181250000	1704	0.0082	2	0
M065	6	250000	15850000	154	0.4155	3	1
M065	6	15950000	20750000	48	0.0488	2	0
M065	6	20850000	33150000	113	0.4576	3	1
M065	6	33250000	170550000	1307	-0.212344147	2	0
M065	7	50000	26450000	262	0.4489	3	1
M065	7	26550000	159250000	1207	-0.012276139	2	0
M065	8	350000	145050000	1360	-0.005500515	2	0
M065	9	250000	138050000	1053	-0.095062393	2	0
M065	10	50000	133650000	1247	-0.02	2	0
M065	11	250000	134950000	1260	-0.053048254	2	0
M065	12	150000	133150000	1255	0.0127	2	0
M065	13	18250000	114150000	929	-6.00E-04	2	0
M065	14	19750000	105950000	841	-0.018	2	0
M065	14	106050000	106850000	9	1.2745	4	2
M065	15	17050000	33250000	93	-0.294797849	2	0
M065	15	33350000	33850000	6	0.5491	3	1
M065	15	33950000	101850000	663	0.138720513	2	0
M065	16	150000	90050000	713	-0.0611	2	0
M065	17	150000	83150000	746	-0.071035523	2	0
M065	18	250000	80250000	720	-0.0091	2	0
M065	19	350000	19650000	189	-0.0087	2	0
M065	19	19750000	22450000	19	1.4456	4	2
M065	19	22550000	46850000	186	-0.0094	2	0
M065	19	46950000	49050000	21	-0.546	1	-1
M065	19	49150000	58550000	91	0.0076	2	0
M065	20	150000	64150000	593	-0.0276	2	0
M065	21	7950000	9650000	4	-1.4033	1	-1
M065	21	9750000	10550000	4	1.2448	4	2
M065	21	13250000	46550000	311	-0.0318	2	0
M065	22	10750000	21950000	46	-0.1776	2	0
M065	22	22050000	23150000	10	0.873	4	2
M065	22	23250000	50750000	271	-0.0602	2	0
M065	23	250000	155950000	1420	-0.0497	2	0
M065	24	2850000	26550000	118	-4.8504	0	-2
M067	1	950000	125150000	1155	0.005414286	2	0
M067	1	143550000	145650000	4	-0.9846	1	-1
M067	1	145750000	248850000	976	0.1299	2	0
M067	2	150000	242050000	2256	0.0724	2	0
M067	3	50000	198050000	1903	0.0428	2	0
M067	4	150000	189950000	1817	0.037649312	2	0
M067	5	150000	181250000	1704	0.0132	2	0
M067	6	250000	170550000	1622	0.033034402	2	0
M067	7	50000	159250000	1469	0.005299183	2	0
M067	8	350000	145050000	1360	0.0026	2	0
M067	9	250000	138050000	1053	-0.0293	2	0
M067	10	50000	133650000	1247	-0.0345	2	0
M067	11	250000	88750000	806	-0.030600744	2	0
M067	11	88850000	90150000	11	-0.5299	1	-1
M067	11	90250000	134950000	443	-0.0109	2	0
M067	12	150000	133150000	1255	-0.0363	2	0
M067	13	18250000	114150000	929	-0.0604	2	0
M067	14	19750000	106050000	842	-0.068545012	2	0
M067	14	106150000	106850000	8	0.6781	3	1
M067	15	17050000	22250000	5	0.7479	3	1
M067	15	22750000	101850000	757	-0.0831	2	0
M067	16	150000	90050000	713	-0.0956	2	0
M067	17	150000	83150000	746	-0.0477	2	0
M067	18	250000	80250000	720	-0.095	2	0
M067	19	350000	19650000	189	0.0095	2	0
M067	19	19750000	22450000	19	1.1107	4	2
M067	19	22550000	58550000	298	-0.0303	2	0
M067	20	150000	28750000	255	-0.1197	2	0
M067	20	29250000	31350000	15	0.5638	3	1
M067	20	31450000	64150000	323	-0.0628	2	0
M067	21	7950000	46550000	319	-0.0953	2	0
M067	22	10750000	50750000	327	-0.093	2	0
M067	23	250000	2750000	23	0.2977	2	0
M067	23	2850000	155950000	1397	-1.104839155	1	-1
M067	24	2850000	26550000	118	-1.313	1	-1
M070	1	950000	71750000	684	0.1217	2	0
M070	1	71850000	124950000	469	-0.567	1	-1
M070	1	125050000	248850000	982	0.1197	2	0
M070	2	150000	242050000	2256	0.0731	2	0
M070	3	50000	94150000	891	0.0528	2	0
M070	3	94250000	198050000	1012	0.4111	3	1
M070	4	150000	153050000	1455	0.0474	2	0
M070	4	153150000	157950000	46	0.471202174	3	1
M070	4	158050000	167350000	91	0.0325	2	0
M070	4	167450000	175750000	84	0.4806	3	1
M070	4	175850000	177450000	17	-0.0277	2	0
M070	4	177550000	188850000	113	0.4529	3	1
M070	4	188950000	189950000	11	0.028	2	0
M070	5	150000	181250000	1704	0.0347	2	0
M070	6	250000	25350000	245	0.4942	3	1
M070	6	25450000	114050000	827	0.042918501	2	0
M070	6	114250000	170550000	550	-0.6363	1	-1
M070	7	50000	159250000	1469	0.029	2	0
M070	8	350000	145050000	1360	-0.0041	2	0
M070	9	250000	43350000	376	-0.818909043	1	-1
M070	9	65450000	138050000	677	-0.0083	2	0
M070	10	50000	133650000	1247	-0.0297	2	0
M070	11	250000	96650000	881	-0.0405	2	0
M070	11	96750000	116250000	193	-0.715565803	1	-1
M070	11	116350000	117050000	8	-0.0336	2	0
M070	11	117150000	134950000	178	0.4145	3	1
M070	12	150000	133150000	1255	-0.0276	2	0
M070	13	18250000	70150000	503	-0.6898	1	-1
M070	13	70250000	104350000	333	0.1635	2	0
M070	13	104450000	114150000	93	-0.7253	1	-1
M070	14	19750000	106050000	842	-0.044134917	2	0
M070	14	106150000	106850000	8	0.7249	3	1
M070	15	17050000	22250000	5	0.9678	4	2
M070	15	22750000	101850000	757	-0.0715	2	0
M070	16	150000	90050000	713	-0.0671	2	0
M070	17	150000	3550000	35	-0.788468571	1	-1
M070	17	3650000	83150000	711	-0.0282	2	0
M070	18	250000	80250000	720	-0.174493194	2	0
M070	19	350000	19650000	189	0.0454	2	0
M070	19	19750000	22450000	19	0.9595	4	2
M070	19	22550000	58550000	298	0.0606	2	0
M070	20	150000	25850000	253	-0.1071	2	0
M070	20	26150000	30950000	16	0.6326	3	1
M070	20	31350000	64150000	324	-0.0673	2	0
M070	21	7950000	46550000	319	-0.0874	2	0
M070	22	10750000	21950000	46	-0.5646	1	-1
M070	22	22050000	50750000	281	-0.477725979	2	0
M070	23	250000	155950000	1420	-0.7465	1	-1
M070	24	2850000	26550000	118	-4.8901	0	-2
M071	1	950000	248850000	2135	0.0137	2	0
M071	2	150000	242050000	2256	0.0202	2	0
M071	3	50000	198050000	1903	0.093998791	2	0
M071	4	150000	189950000	1817	0.0011	2	0
M071	5	150000	179750000	1690	-0.0198	2	0
M071	5	179850000	181250000	14	0.5942	3	1
M071	6	250000	25650000	248	0.0291	2	0
M071	6	25750000	33450000	70	0.434	3	1
M071	6	33550000	170550000	1304	-0.0347	2	0
M071	7	50000	159250000	1469	-0.006711504	2	0
M071	8	350000	145050000	1360	-0.0171	2	0
M071	9	250000	138050000	1053	-0.0436	2	0
M071	10	50000	133650000	1247	-0.0391	2	0
M071	11	250000	87250000	792	-0.067102273	2	0
M071	11	87350000	116450000	284	-0.7385	1	-1
M071	11	116550000	134950000	184	0.0011	2	0
M071	12	150000	52950000	481	0.0029	2	0
M071	12	53050000	54050000	11	0.5579	3	1
M071	12	54150000	131850000	750	-0.0407	2	0
M071	12	131950000	133150000	13	0.4192	3	1
M071	13	18250000	114150000	929	-0.0178	2	0
M071	14	19750000	63850000	431	-0.0608	2	0
M071	14	63950000	88050000	241	-0.8031	1	-1
M071	14	88250000	105950000	169	-0.0572	2	0
M071	14	106050000	106850000	9	0.9255	4	2
M071	15	17050000	22750000	6	1.063	4	2
M071	15	22850000	48350000	235	-0.0629	2	0
M071	15	48450000	101850000	521	0.4161	3	1
M071	16	150000	90050000	713	-0.0978	2	0
M071	17	150000	83150000	746	-0.0398	2	0
M071	18	250000	80250000	720	-0.0297	2	0
M071	19	350000	15550000	148	-0.0285	2	0
M071	19	15650000	16050000	5	0.8504	4	2
M071	19	16150000	19650000	36	-0.1859	2	0
M071	19	19750000	22450000	19	1.4843	4	2
M071	19	22550000	58550000	298	-0.01	2	0
M071	20	150000	3450000	33	-0.6001	1	-1
M071	20	3550000	26150000	221	-0.0634	2	0
M071	20	28750000	31450000	17	0.7477	3	1
M071	20	31550000	54450000	228	-0.0568	2	0
M071	20	54550000	59850000	53	-0.8018	1	-1
M071	20	59950000	64150000	41	-0.0276	2	0
M071	21	7950000	46550000	319	-0.0414	2	0
M071	22	10750000	50750000	327	-0.0447	2	0
M071	23	250000	2750000	23	0.4351	3	1
M071	23	2850000	155950000	1397	-1.0674398	1	-1
M071	24	2850000	26550000	118	-1.209	1	-1
M072	1	950000	248850000	2135	0.0317	2	0
M072	2	150000	242050000	2256	0.014720612	2	0
M072	3	50000	198050000	1903	0.0099	2	0
M072	4	150000	189950000	1817	0.0209	2	0
M072	5	150000	181250000	1704	-0.0039	2	0
M072	6	250000	25450000	246	0.0137	2	0
M072	6	25550000	33450000	72	0.4072	3	1
M072	6	33550000	57250000	228	0.0182	2	0
M072	6	57450000	61650000	17	-0.6182	1	-1
M072	6	61750000	170550000	1059	0.0054	2	0
M072	7	50000	159250000	1469	-0.021942818	2	0
M072	8	350000	145050000	1360	0.0044	2	0
M072	9	250000	138050000	1053	-0.0125	2	0
M072	10	50000	133650000	1247	-0.0628	2	0
M072	11	250000	134950000	1260	-0.090006349	2	0
M072	12	150000	133150000	1255	-0.0414	2	0
M072	13	18250000	114150000	929	0.0103	2	0
M072	14	19750000	105950000	841	-0.056653508	2	0
M072	14	106050000	106850000	9	1.5273	4	2
M072	15	17050000	101850000	762	-0.0398	2	0
M072	16	150000	90050000	713	-0.095	2	0
M072	17	150000	21550000	203	-0.0909	2	0
M072	17	21650000	27650000	16	0.7334	3	1
M072	17	27750000	83150000	527	-0.054	2	0
M072	18	250000	80250000	720	-0.0246	2	0
M072	19	350000	19650000	189	-0.07	2	0
M072	19	19750000	22450000	19	1.4111	4	2
M072	19	22550000	58550000	298	-0.0186	2	0
M072	20	150000	26150000	254	-0.0597	2	0
M072	20	28750000	30950000	15	0.5971	3	1
M072	20	31350000	64150000	324	-0.0266	2	0
M072	21	7950000	46550000	319	-0.041	2	0
M072	22	10750000	22450000	49	-0.1514	2	0
M072	22	22550000	22950000	5	2.1339	4	2
M072	22	23050000	50750000	273	-0.0342	2	0
M072	23	250000	2750000	23	0.3378	2	0
M072	23	2850000	155950000	1397	-1.089464639	1	-1
M072	24	2850000	26550000	118	-1.1552	1	-1
M078	1	950000	53950000	509	0.0436	2	0
M078	1	54050000	112250000	564	-0.8353	1	-1
M078	1	112350000	248850000	1062	0.058645009	2	0
M078	2	150000	88750000	854	0.0398	2	0
M078	2	88850000	90150000	4	1.6373	4	2
M078	2	91950000	242050000	1398	0.010355651	2	0
M078	3	50000	198050000	1903	0.0099	2	0
M078	4	150000	189950000	1817	-0.0062	2	0
M078	5	150000	181250000	1704	-0.037	2	0
M078	6	250000	170550000	1622	0.039246178	2	0
M078	7	50000	159250000	1469	-0.009592035	2	0
M078	8	350000	145050000	1360	0.0073	2	0
M078	9	250000	138050000	1053	-0.0212	2	0
M078	10	50000	133650000	1247	-0.0481	2	0
M078	11	250000	134950000	1260	-0.0395	2	0
M078	12	150000	133150000	1255	0.0014	2	0
M078	13	18250000	114150000	929	-0.004	2	0
M078	14	19750000	106850000	850	-0.0264	2	0
M078	15	17050000	101850000	762	-0.0642	2	0
M078	16	150000	90050000	713	-0.0814	2	0
M078	17	150000	83150000	746	-0.0111	2	0
M078	18	250000	80250000	720	-0.0539	2	0
M078	19	350000	15450000	147	-0.0028	2	0
M078	19	15550000	16050000	6	0.8437	3	1
M078	19	16150000	19650000	36	-0.1094	2	0
M078	19	19750000	22450000	19	1.6685	4	2
M078	19	22550000	58550000	298	-0.0055	2	0
M078	20	150000	30350000	264	-0.0381	2	0
M078	20	30450000	30950000	5	1.0726	4	2
M078	20	31350000	64150000	324	1.00E-04	2	0
M078	21	7950000	46550000	319	-0.0488	2	0
M078	22	10750000	21950000	46	-0.1136	2	0
M078	22	22050000	23150000	10	0.8378	3	1
M078	22	23250000	50750000	271	-0.001	2	0
M078	23	250000	2750000	23	0.4093	3	1
M078	23	2850000	155550000	1393	-1.0686	1	-1
M078	23	155650000	155950000	4	0.3137	2	0
M078	24	2850000	26550000	118	-1.3061	1	-1
M079	1	950000	248850000	2135	0.0375	2	0
M079	2	150000	242050000	2256	0.0152	2	0
M079	3	50000	198050000	1903	0.0106	2	0
M079	4	150000	189950000	1817	-0.005444304	2	0
M079	5	150000	181250000	1704	-0.0038	2	0
M079	6	250000	170550000	1622	0.024044266	2	0
M079	7	50000	159250000	1469	-0.005013819	2	0
M079	8	350000	145050000	1360	0.0024	2	0
M079	9	250000	138050000	1053	-0.0229	2	0
M079	10	50000	133650000	1247	-0.0169	2	0
M079	11	250000	134950000	1260	-0.0368	2	0
M079	12	150000	133150000	1255	-0.0123	2	0
M079	13	18250000	114150000	929	-0.017	2	0
M079	14	19750000	106150000	843	-0.026691459	2	0
M079	14	106250000	106850000	7	0.6192	3	1
M079	15	17050000	22250000	5	1.0641	4	2
M079	15	22750000	101850000	757	-0.046	2	0
M079	16	150000	90050000	713	-0.0657	2	0
M079	17	150000	83150000	746	-0.038657105	2	0
M079	18	250000	80250000	720	-0.0278	2	0
M079	19	350000	15350000	146	-0.0513	2	0
M079	19	15450000	16050000	7	0.6052	3	1
M079	19	16150000	19550000	35	-0.133962857	2	0
M079	19	19650000	22450000	20	1.2184	4	2
M079	19	22550000	58550000	298	0.0042	2	0
M079	20	150000	25850000	253	-0.0619	2	0
M079	20	26150000	30950000	16	0.5613	3	1
M079	20	31350000	64150000	324	-0.0304	2	0
M079	21	7950000	10550000	8	0.5192	3	1
M079	21	13250000	46550000	311	-0.0873	2	0
M079	22	10750000	50750000	327	-0.0746	2	0
M079	23	250000	2750000	23	0.034	2	0
M079	23	2850000	155950000	1397	-1.061273944	1	-1
M079	24	2850000	26550000	118	-1.1762	1	-1
M081	1	950000	241750000	2067	0.014605322	2	0
M081	1	241850000	244350000	24	-0.6481	1	-1
M081	1	244450000	248850000	44	0.0967	2	0
M081	2	150000	227450000	2116	-0.0169	2	0
M081	2	227550000	230050000	25	-0.7166	1	-1
M081	2	230150000	230550000	5	0.8829	4	2
M081	2	230650000	242050000	110	0.002	2	0
M081	3	50000	134950000	1289	-0.0225	2	0
M081	3	135050000	198050000	614	0.4108	3	1
M081	4	150000	189950000	1817	0.0032	2	0
M081	5	150000	181250000	1704	-0.0274	2	0
M081	6	250000	25650000	248	0.0199	2	0
M081	6	25750000	33450000	70	0.4552	3	1
M081	6	33550000	57950000	232	0.0398	2	0
M081	6	58050000	61150000	12	-0.6263	1	-1
M081	6	61650000	170550000	1060	0.0151	2	0
M081	7	50000	159250000	1469	0.006156297	2	0
M081	8	350000	145050000	1360	-0.0176	2	0
M081	9	250000	138050000	1053	-0.0309	2	0
M081	10	50000	133650000	1247	-0.0423	2	0
M081	11	250000	134950000	1260	-0.0525	2	0
M081	12	150000	133150000	1255	-0.0327	2	0
M081	13	18250000	114150000	929	-0.0077	2	0
M081	14	19750000	106850000	850	-0.0367	2	0
M081	15	17050000	101850000	762	-0.0581	2	0
M081	16	150000	90050000	713	-0.0701	2	0
M081	17	150000	83150000	746	-0.035	2	0
M081	18	250000	80250000	720	-0.0413	2	0
M081	19	350000	19650000	189	-0.0213	2	0
M081	19	19750000	22450000	19	1.4651	4	2
M081	19	22550000	58550000	298	0.0199	2	0
M081	20	150000	26150000	254	-0.0334	2	0
M081	20	28750000	30950000	15	0.8388	3	1
M081	20	31350000	64150000	324	-0.0397	2	0
M081	21	7950000	46550000	319	-0.0446	2	0
M081	22	10750000	21950000	46	-0.1646	2	0
M081	22	22050000	22950000	8	0.8884	4	2
M081	22	23050000	50750000	273	-0.0812	2	0
M081	23	250000	155950000	1420	-0.1103	2	0
M081	24	2850000	26550000	118	-4.6212	0	-2
M083	1	950000	248850000	2135	0.0075	2	0
M083	2	150000	242050000	2256	-0.0119	2	0
M083	3	50000	198050000	1903	0.08927052	2	0
M083	4	150000	189950000	1817	-0.0025	2	0
M083	5	150000	181250000	1704	-0.0387	2	0
M083	6	250000	57050000	544	0.045590625	2	0
M083	6	57150000	61050000	17	-0.5491	1	-1
M083	6	61150000	170550000	1061	-0.0147	2	0
M083	7	50000	159250000	1469	-0.031380054	2	0
M083	8	350000	145050000	1360	-0.0286	2	0
M083	9	250000	138050000	1053	-0.0336	2	0
M083	10	50000	133650000	1247	-0.0368	2	0
M083	11	250000	134950000	1260	-0.0544	2	0
M083	12	150000	133150000	1255	-0.029492032	2	0
M083	13	18250000	114150000	929	-0.0389	2	0
M083	14	19750000	105950000	841	-0.032	2	0
M083	14	106050000	106850000	9	1.0305	4	2
M083	15	17050000	101850000	762	-0.067956824	2	0
M083	16	150000	90050000	713	-0.0579	2	0
M083	17	150000	83150000	746	-0.0538	2	0
M083	18	250000	80250000	720	-0.0314	2	0
M083	19	350000	15450000	147	-0.0845	2	0
M083	19	15550000	16050000	6	0.8608	4	2
M083	19	16150000	19650000	36	-0.0646	2	0
M083	19	19750000	22450000	19	1.6374	4	2
M083	19	22550000	58550000	298	0.012	2	0
M083	20	150000	29550000	259	-0.0728	2	0
M083	20	29650000	30950000	10	0.6517	3	1
M083	20	31350000	64150000	324	-0.0721	2	0
M083	21	7950000	46550000	319	-0.0425	2	0
M083	22	10750000	16050000	4	-0.7522	1	-1
M083	22	16150000	21950000	42	-0.0642	2	0
M083	22	22050000	23150000	10	0.9882	4	2
M083	22	23250000	50750000	271	-0.0648	2	0
M083	23	250000	2750000	23	0.1737	2	0
M083	23	2850000	155950000	1397	-1.072905082	1	-1
M083	24	2850000	26550000	118	-1.4913	1	-1
M089	1	950000	1550000	7	0.7565	3	1
M089	1	1650000	248850000	2128	0.142524436	2	0
M089	2	150000	242050000	2256	-0.166711569	2	0
M089	3	50000	198050000	1903	0.0905	2	0
M089	4	150000	189950000	1817	0.1249	2	0
M089	5	150000	181250000	1704	0.1091	2	0
M089	6	250000	25450000	246	0.1232	2	0
M089	6	25550000	33450000	72	0.5045	3	1
M089	6	33550000	46650000	125	0.1185	2	0
M089	6	46750000	170550000	1179	-0.5439	1	-1
M089	7	50000	159250000	1469	0.107673383	2	0
M089	8	350000	145050000	1360	0.1164	2	0
M089	9	250000	42750000	375	0.5678	3	1
M089	9	43350000	137250000	671	-0.5856	1	-1
M089	9	137350000	138050000	7	0.053	2	0
M089	10	50000	45450000	410	-0.047112683	2	0
M089	10	45550000	54850000	76	-1.1007	1	-1
M089	10	54950000	100150000	433	-0.1567	2	0
M089	10	100250000	106350000	61	-0.9421	1	-1
M089	10	106450000	125550000	189	-0.1788	2	0
M089	10	125650000	127150000	16	-1.1941	1	-1
M089	10	127250000	133650000	62	-0.1963	2	0
M089	11	250000	88750000	806	0.0408	2	0
M089	11	88850000	90350000	13	-0.5935	1	-1
M089	11	90450000	134950000	441	-0.0042	2	0
M089	12	150000	133150000	1255	-0.1635	2	0
M089	13	18250000	114150000	929	0.24640732	2	0
M089	14	19750000	105950000	841	-0.0088	2	0
M089	14	106050000	106850000	9	0.9572	4	2
M089	15	17050000	101850000	762	-0.2107	2	0
M089	16	150000	90050000	713	0.0623	2	0
M089	17	150000	19750000	187	-0.6291	1	-1
M089	17	19850000	83150000	559	0.0993	2	0
M089	18	250000	15050000	143	-0.6613	1	-1
M089	18	21050000	24850000	37	0.1062	2	0
M089	18	24950000	53350000	276	-0.596	1	-1
M089	18	53450000	64150000	107	0.1535	2	0
M089	18	64250000	80250000	157	-0.5544	1	-1
M089	19	350000	10550000	99	-0.5567	1	-1
M089	19	10750000	19650000	90	0.1272	2	0
M089	19	19750000	22450000	19	1.3442	4	2
M089	19	22550000	58550000	298	0.1509	2	0
M089	20	150000	64150000	593	-0.108105059	2	0
M089	21	7950000	46550000	319	-0.2084	2	0
M089	22	10750000	50750000	327	0.0405	2	0
M089	23	250000	2750000	23	0.38	3	1
M089	23	2850000	155950000	1397	-0.97890451	1	-1
M089	24	2850000	26550000	118	-1.2155	1	-1
M091	1	950000	248450000	2131	0.031772079	2	0
M091	1	248550000	248850000	4	-0.5184	1	-1
M091	2	150000	230150000	2142	0.020536975	2	0
M091	2	230250000	230550000	4	1.0118	4	2
M091	2	230650000	242050000	110	0.0583	2	0
M091	3	50000	12150000	119	-0.1123	2	0
M091	3	12250000	59250000	460	0.38	3	1
M091	3	59350000	77250000	178	0.2355	2	0
M091	3	77350000	78850000	16	0.5574	3	1
M091	3	78950000	117850000	350	0.0686	2	0
M091	3	117950000	132850000	145	0.4229	3	1
M091	3	132950000	148250000	149	-0.0075	2	0
M091	3	148350000	175650000	268	0.393	3	1
M091	3	175750000	198050000	218	0.0962	2	0
M091	4	150000	189950000	1817	-0.0078	2	0
M091	5	150000	181250000	1704	-0.0222	2	0
M091	6	250000	28550000	272	0.0254	2	0
M091	6	28650000	33450000	46	0.377380435	3	1
M091	6	33550000	57650000	230	0.018894348	2	0
M091	6	57750000	61650000	15	-0.5147	1	-1
M091	6	61750000	170550000	1059	-0.0041	2	0
M091	7	50000	159250000	1469	0.0014	2	0
M091	8	350000	145050000	1360	-0.015	2	0
M091	9	250000	138050000	1053	-0.036	2	0
M091	10	50000	133650000	1247	-0.0432	2	0
M091	11	250000	134950000	1260	-0.0441	2	0
M091	12	150000	83450000	775	-0.0053	2	0
M091	12	83550000	83950000	5	-0.7158	1	-1
M091	12	84050000	133150000	475	-0.0231	2	0
M091	13	18250000	114150000	929	-0.0649	2	0
M091	14	19750000	106150000	843	-0.052071174	2	0
M091	14	106250000	106850000	7	0.9619	4	2
M091	15	17050000	20650000	4	0.8578	4	2
M091	15	22250000	101850000	758	-0.075784697	2	0
M091	16	150000	31550000	279	-0.1333	2	0
M091	16	31650000	34750000	8	0.5242	3	1
M091	16	35150000	90050000	426	-0.078553286	2	0
M091	17	150000	83150000	746	-0.0505	2	0
M091	18	250000	80250000	720	-0.0773	2	0
M091	19	350000	15550000	148	-0.0196	2	0
M091	19	15650000	16050000	5	0.783	3	1
M091	19	16150000	19650000	36	0.0356	2	0
M091	19	19750000	22450000	19	1.068	4	2
M091	19	22550000	58550000	298	0.033335906	2	0
M091	20	150000	26150000	254	-0.0777	2	0
M091	20	28750000	30950000	15	0.6796	3	1
M091	20	31350000	64150000	324	-0.0601	2	0
M091	21	7950000	46550000	319	-0.0693	2	0
M091	22	10750000	50750000	327	-0.0564	2	0
M091	23	250000	155950000	1420	-0.143902183	2	0
M091	24	2850000	26550000	118	-4.8718	0	-2
M092	1	950000	248850000	2135	0.0529	2	0
M092	2	150000	242050000	2256	0.036599468	2	0
M092	3	50000	198050000	1903	-0.06094866	2	0
M092	4	150000	189950000	1817	0.0023	2	0
M092	5	150000	181250000	1704	0.0112	2	0
M092	6	250000	170550000	1622	0.027789766	2	0
M092	7	50000	159250000	1469	-4.00E-04	2	0
M092	8	350000	145050000	1360	-0.004780441	2	0
M092	9	250000	138050000	1053	-0.0259	2	0
M092	10	50000	133650000	1247	-0.0156	2	0
M092	11	250000	134950000	1260	-0.043	2	0
M092	12	150000	133150000	1255	-0.0514	2	0
M092	13	18250000	114150000	929	-0.045229279	2	0
M092	14	19750000	63150000	424	-0.0534	2	0
M092	14	63250000	75550000	123	-0.551	1	-1
M092	14	75650000	106350000	298	-0.015277181	2	0
M092	14	106450000	106850000	5	0.5221	3	1
M092	15	17050000	22250000	5	0.6792	3	1
M092	15	22750000	101850000	757	-0.0585	2	0
M092	16	150000	90050000	713	-0.077107153	2	0
M092	17	150000	21350000	201	-0.0373	2	0
M092	17	21450000	27050000	13	0.5947	3	1
M092	17	27250000	83150000	532	-0.0788	2	0
M092	18	250000	12150000	119	-0.5467	1	-1
M092	18	12250000	21050000	25	0.5109	3	1
M092	18	21150000	73450000	511	0.2787	2	0
M092	18	73550000	80250000	65	0.4674	3	1
M092	19	350000	15550000	148	-0.0872	2	0
M092	19	15650000	16050000	5	0.4152	3	1
M092	19	16150000	19650000	36	-0.1182	2	0
M092	19	19750000	21250000	15	0.8179	3	1
M092	19	21350000	58550000	302	-0.0067	2	0
M092	20	150000	28750000	255	-0.0636	2	0
M092	20	29250000	30950000	14	0.6704	3	1
M092	20	31350000	64150000	324	-0.0667	2	0
M092	21	7950000	10550000	8	0.4054	3	1
M092	21	13250000	46550000	311	-0.0648	2	0
M092	22	10750000	50750000	327	-0.0637	2	0
M092	23	250000	2750000	23	0.1475	2	0
M092	23	2850000	155950000	1397	-1.065798067	1	-1
M092	24	2850000	26550000	118	-1.1992	1	-1
M093	1	950000	248850000	2135	-0.117825386	2	0
M093	2	150000	1150000	11	0.5326	3	1
M093	2	1250000	242050000	2245	0.01693461	2	0
M093	3	50000	198050000	1903	-0.013362901	2	0
M093	4	150000	189950000	1817	0.02940743	2	0
M093	5	150000	181250000	1704	-0.023528345	2	0
M093	6	250000	3650000	35	0.5619	3	1
M093	6	3750000	28650000	238	0.197752941	2	0
