Sample	Chromosome	Start Position	End Position	Num markers	seg.mean	copy	ivg.copy	Seg.CN
6_Set_2.vs.Tonsil1_Group7_23	7	91850000	142350000	489	-0.002137628	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	6	63150000	170550000	1045	-0.041680191	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	14	35950000	72350000	356	0.0641	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	109450000	112350000	28	0.2637	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	4	171350000	171850000	6	-0.9412	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	2	42750000	43550000	9	0.1766	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	2	56850000	58950000	22	0.0882	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	4	40150000	76850000	326	0.042165031	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	10	56250000	56750000	6	0.3733	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	10	69250000	87950000	177	0.002907345	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	2	43650000	44450000	9	-0.4059	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	4	126050000	159250000	324	0.026225	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	13	97850000	109150000	112	-0.4701	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	15	88750000	91050000	24	0.2176	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	14	94550000	105950000	109	-0.0229	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	10	50000	38950000	373	-0.053398391	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	11	250000	32150000	313	0.0873	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	7	150950000	152050000	12	-0.0098	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	12	19650000	45950000	221	0.0316	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	14	26350000	30450000	42	0.034	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	173550000	248050000	721	-0.021570735	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	19	34950000	35450000	6	-0.0547	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	2	23550000	29550000	60	-0.1215	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	11	111350000	134950000	235	0.0841	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	8	15450000	30550000	146	-0.019343151	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	11	106450000	111250000	49	-0.817593878	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	7	40650000	55550000	146	0.107634247	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	14	23650000	26250000	27	0.3172	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	9	21250000	24650000	35	-2.6553	0	-2	#NUM!
6_Set_2.vs.Tonsil1_Group7_23	4	39050000	40050000	11	-0.3495	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	12	46050000	47850000	19	0.3866	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	9	112150000	138050000	252	-0.01338254	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	5	160550000	160950000	5	0.5641	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	3	17250000	19250000	20	0.1583	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	6	6850000	20450000	135	0.031128889	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	4	34650000	38950000	44	0.0376	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	2	203650000	242050000	374	0.019331016	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	60850000	88950000	276	-0.002946377	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	8	31250000	66350000	309	0.053670874	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	50550000	52950000	25	-0.3532	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	2	117450000	119050000	17	0.3384	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	2	4250000	22850000	183	0.125360109	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	5	37550000	66050000	237	0.081754852	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	18	32250000	44250000	120	0.0208	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	8	95150000	97450000	23	0.308	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	1	157250000	160750000	36	0.365288889	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	11	32250000	33350000	12	-0.351	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	11	39550000	58750000	136	0.043786765	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	8	97650000	125450000	274	-0.0043	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	7	39550000	40550000	11	-0.3635	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	20	14250000	47850000	296	0.061335811	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	4	32650000	34550000	20	-0.8971	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	10	62450000	62950000	6	0.5684	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	2	59050000	60550000	15	0.4857	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	4	83950000	84450000	6	0.3811	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	3	91350000	136750000	422	0.0924	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	3	58050000	59150000	12	0.0085	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	11	59450000	60050000	7	-0.0237	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	10	108050000	112250000	43	0.2832	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	19	35650000	37850000	23	-0.3364	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	4	85150000	86150000	10	0.3789	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	4	86250000	125250000	384	-0.008206771	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	18	48350000	64650000	161	0.9296	4	2	1
6_Set_2.vs.Tonsil1_Group7_23	3	33850000	57150000	230	0.043962609	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	8	14950000	15350000	5	-0.5575	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	14	87450000	88450000	10	0.1152	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	47250000	50450000	33	0.096442424	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	19	29450000	32050000	27	-0.1342	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	4	9850000	16650000	66	0.2877	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	19	34550000	34850000	4	0.3285	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	3	27150000	29850000	27	-0.0652	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	2	138150000	159250000	205	0.026960976	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	21	7950000	19250000	62	-0.067283871	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	12	51450000	84750000	322	0.000114596	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	9	26950000	112050000	544	-0.817539706	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	3	186150000	189550000	33	0.286	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	3	138150000	141750000	35	0.674145714	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	1	25850000	41450000	151	-0.062980795	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	10	95250000	107950000	124	-0.027227419	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	17	58450000	63150000	45	-0.3802	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	8	67350000	94250000	263	0.0279	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	10	88050000	91750000	37	0.3188	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	3	89750000	90650000	7	0.5096	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	13	87350000	97750000	103	-0.020172816	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	160850000	171950000	109	0.0894	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	57950000	60750000	29	0.3285	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	10	56850000	62350000	54	0.0243	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	6	51150000	52850000	17	0.3407	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	18	29250000	32150000	28	-0.3382	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	2	44550000	48650000	42	0.013685714	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	5	158150000	159050000	10	0.542	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	17	63250000	67050000	37	-0.0631	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	4	16850000	32550000	154	-0.044802597	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	143550000	152150000	42	-0.006488095	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	5	146650000	158050000	110	0.1601	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	5	137850000	146050000	82	0.034646341	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	14	72450000	87350000	150	-0.8654	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	8	125550000	136050000	101	0.2955	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	7	90650000	91750000	12	0.3839	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	1	53050000	57750000	48	0.0042	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	12	15750000	18950000	32	-0.0477	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	15	70650000	77750000	72	0.2389	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	2	133450000	134850000	15	0.4297	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	15	56050000	69550000	132	0.170481818	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	15	69650000	70550000	10	0.7206	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	1	153550000	157050000	36	-0.1016	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	18	46050000	48250000	21	-0.0141	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	4	76950000	82150000	49	0.2717	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	18	44350000	45850000	15	0.4478	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	3	136850000	138050000	12	0.9309	4	2	1
6_Set_2.vs.Tonsil1_Group7_23	3	30550000	32450000	20	0.0548	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	46650000	47150000	6	0.2646	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	2	159850000	183650000	231	-0.019518182	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	18	22350000	29150000	68	0.0132	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	15	94850000	96550000	18	0.0183	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	90650000	99550000	88	-0.002126136	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	14	31750000	34350000	26	0.1322	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	2	29650000	31750000	22	0.2636	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	1	112450000	114950000	26	-0.1518	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	115050000	125150000	55	0.337029091	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	14	89450000	94450000	48	-0.8876	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	11	33450000	34550000	12	0.1033	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	5	36950000	37450000	6	-1.2006	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	12	50250000	51350000	12	-0.3227	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	5	159150000	160450000	14	0.0931	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	6	20550000	22050000	16	-0.3324	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	6	52950000	60750000	55	-0.0418	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	19	22550000	29350000	17	0.2913	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	1	42150000	45350000	30	-0.0851	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	1	89050000	90550000	16	0.3585	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	15	55350000	55950000	7	-0.6627	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	12	84850000	86350000	15	-0.3615	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	3	32550000	33750000	13	-0.3523	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	5	135050000	137750000	28	0.2926	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	10	67850000	69150000	13	-0.441	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	4	82250000	83850000	17	-0.1421	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	3	59250000	59650000	5	0.5886	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	20	47950000	48750000	9	0.382	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	15	51050000	55250000	42	0.107	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	11	60150000	61150000	11	0.3928	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	5	66250000	68750000	26	0.2918	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	2	100250000	101850000	17	-0.768	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	10	63750000	64150000	5	0.3541	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	17	67150000	68050000	10	-0.3754	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	2	134950000	135950000	11	-0.2494	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	19	32150000	34450000	24	-0.3268	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	12	48050000	50150000	21	-0.0363	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	8	94350000	95050000	8	-0.3684	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	3	57250000	57950000	7	-0.4396	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	18	14750000	22150000	14	-0.3828	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	1	41550000	42050000	6	0.3602	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	1	99650000	100450000	8	-0.3735	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	1	172050000	173450000	15	0.4386	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	2	22950000	23450000	6	0.328	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	2	36850000	37250000	4	-0.378	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	2	42250000	42650000	5	-0.3835	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	2	159350000	159750000	5	-0.5056	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	3	16350000	17150000	9	0.5093	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	3	19350000	19850000	6	0.4874	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	4	84550000	85050000	6	-0.2854	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	4	125350000	125950000	7	-1.0055	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	4	159350000	159950000	7	-0.8976	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	5	146150000	146450000	4	-0.4488	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	7	58050000	61850000	4	0.8251	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	7	142450000	142850000	4	0.9163	4	2	1
6_Set_2.vs.Tonsil1_Group7_23	7	152150000	152750000	7	-0.383	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	8	30650000	31150000	6	-0.4885	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	10	39050000	39550000	6	1.017	4	2	1
6_Set_2.vs.Tonsil1_Group7_23	10	63050000	63650000	7	-0.3913	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	11	39150000	39450000	4	-0.5394	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	13	36550000	36850000	4	-3.0975	0	-2	#NUM!
6_Set_2.vs.Tonsil1_Group7_23	14	30550000	31650000	12	-0.3697	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	15	50350000	50950000	7	-0.4255	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	16	33650000	36150000	7	0.5836	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	18	70650000	71050000	5	1.1973	4	2	1
6_Set_2.vs.Tonsil1_Group7_23	20	13650000	14150000	6	-0.4217	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	23	250000	2750000	23	0.6815	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	2850000	4150000	13	-0.0526	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	4250000	5550000	14	-0.4195	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	23	5650000	10750000	52	0.0591	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	10850000	14750000	39	0.3639	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	14850000	20250000	53	0.015243396	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	20350000	21350000	10	0.4227	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	21450000	38850000	164	-0.066642683	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	38950000	39550000	7	0.54	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	39650000	40850000	13	0.015876923	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	40950000	41450000	6	-0.3339	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	23	41550000	41950000	5	0.0672	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	42050000	42950000	10	0.6264	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	43050000	49150000	60	-0.0768	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	49250000	52550000	29	0.267	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	52650000	53850000	12	-0.1093	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	53950000	54650000	7	-0.3782	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	23	54750000	68050000	83	0.4655	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	68150000	74750000	63	-0.0226	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	74850000	77450000	27	0.4526	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	77550000	78050000	6	-0.3435	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	23	78150000	79450000	14	0.5335	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	79550000	96650000	142	0.0886	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	96750000	97350000	7	-0.496	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	23	97450000	115650000	176	0.157525	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	115950000	118050000	20	0.3232	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	118350000	121250000	29	-0.0371	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	121350000	123550000	23	0.3027	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	123650000	124250000	7	-0.4317	1	-1	-1
6_Set_2.vs.Tonsil1_Group7_23	23	124350000	137850000	131	0.084872519	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	137950000	139450000	16	0.3407	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	139550000	148050000	81	-0.026	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	148150000	149650000	16	0.5635	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	149750000	152150000	25	0.2116	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	152250000	153350000	12	0.572	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	23	153450000	155250000	18	0.1315	2	0	0
6_Set_2.vs.Tonsil1_Group7_23	23	155350000	155950000	7	0.275557143	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	24	2850000	8150000	21	1.0788	4	2	1
6_Set_2.vs.Tonsil1_Group7_23	24	8250000	13450000	29	0.7417	3	1	0.584962501
6_Set_2.vs.Tonsil1_Group7_23	24	13550000	16250000	28	1.1382	4	2	1
6_Set_2.vs.Tonsil1_Group7_23	24	16450000	26550000	40	-3.0193	0	-2	#NUM!
BC04	1	930358	942934	NA				0
BC04	1	942935	942951	NA				0
BC04	1	942952	943896	NA				0
BC04	1	943897	943937	NA				0
BC04	1	943938	944296	NA				0
BC04	1	944297	944531	NA				0
BC04	1	944532	946247	NA				0
BC04	1	946248	953511	NA				0
BC04	1	953512	963472	NA				0
BC04	1	963473	970892	NA				0
BC04	1	970893	999842	NA				0
BC04	1	999843	16138178	NA				0
BC04	1	16138179	16232343	NA				0
BC04	1	16232344	18485822	NA				0
BC04	1	18485823	18634228	NA				0
BC04	1	18634229	22945322	NA				0
BC04	1	22945323	22953931	NA				0
BC04	1	22953932	26573196	NA				0
BC04	1	26573197	26946564	NA				0
BC04	1	26946565	27099728	NA				0
BC04	1	27099729	27325641	NA				0
BC04	1	27325642	29369548	NA				0
BC04	1	29369549	30711371	NA				0
BC04	1	30711372	46176155	NA				0
BC04	1	46176156	46192545	NA				0
BC04	1	46192546	48436880	NA				0
BC04	1	48436881	48533883	NA				0
BC04	1	48533884	48584003	NA				0
BC04	1	48584004	55225758	NA				0
BC04	1	55225759	56692378	NA				0
BC04	1	56692379	60041072	NA				0
BC04	1	60041073	61277488	NA				0
BC04	1	61277489	65641080	NA				0
BC04	1	65641081	65993213	NA				0
BC04	1	65993214	70027201	NA				0
BC04	1	70027202	70665490	NA				0
BC04	1	70665491	72274390	NA				0
BC04	1	72274391	74026116	NA				0
BC04	1	74026117	78416802	NA				0
BC04	1	78416803	78492592	NA				0
BC04	1	78492593	78641214	NA				0
BC04	1	78641215	78641282	NA				0
BC04	1	78641283	84644267	NA				0
BC04	1	84644268	85071839	NA				0
BC04	1	85071840	87072380	NA				0
BC04	1	87072381	88498088	NA				0
BC04	1	88498089	88498131	NA				0
BC04	1	88498132	88760293	NA				0
BC04	1	88760294	90712090	NA				0
BC04	1	90712091	90915548	NA				0
BC04	1	90915549	91600135	NA				0
BC04	1	91600136	93346360	NA				0
BC04	1	93346361	93361899	NA				0
BC04	1	93361900	99646400	NA				0
BC04	1	99646401	99851209	NA				0
BC04	1	99851210	99922679	NA				0
BC04	1	99922680	99993465	NA				0
BC04	1	99993466	104073337	NA				0
BC04	1	104073338	104073715	NA				0
BC04	1	104073716	107403640	NA				0
BC04	1	107403641	112691834	NA				0
BC04	1	112691835	112709992	NA				0
BC04	1	112709993	112917054	NA				0
BC04	1	112917055	113119627	NA				0
BC04	1	113119628	114140158	NA				0
BC04	1	114140159	114433602	NA				0
BC04	1	114433603	117172404	NA				0
BC04	1	117172405	117368060	NA				0
BC04	1	117368061	119042156	NA				0
BC04	1	119042157	119084604	NA				0
BC04	1	119084605	119802313	NA				0
BC04	1	119802314	119802410	NA				0
BC04	1	119802411	119802606	NA				0
BC04	1	119802607	119834506	NA				0
BC04	1	119834507	119835950	NA				0
BC04	1	119835951	119836055	NA				0
BC04	1	119836056	119919638	NA				0
BC04	1	119919639	119920421	NA				0
BC04	1	119920422	119922384	NA				0
BC04	1	119922385	119925802	NA				0
BC04	1	119925803	119926454	NA				0
BC04	1	119926455	119950494	NA				0
BC04	1	119950495	119969680	NA				0
BC04	1	119969681	119987127	NA				0
BC04	1	119987128	145737064	NA				0
BC04	1	145737065	145738392	NA				0
BC04	1	145738393	145745816	NA				0
BC04	1	145745817	145746194	NA				0
BC04	1	145746195	145837693	NA				0
BC04	1	145837694	145840890	NA				0
BC04	1	145840891	145845552	NA				0
BC04	1	145845553	145848288	NA				0
BC04	1	145848289	145867640	NA				0
BC04	1	145867641	145873965	NA				0
BC04	1	145873966	145878094	NA				0
BC04	1	145878095	147077001	NA				0
BC04	1	147077002	150757803	NA				0
BC04	1	150757804	150810321	NA				0
BC04	1	150810322	151890185	NA				0
BC04	1	151890186	152085438	NA				0
BC04	1	152085439	152155645	NA				0
BC04	1	152155646	152213566	NA				0
BC04	1	152213567	166557789	NA				0
BC04	1	166557790	166557978	NA				0
BC04	1	166557979	174448093	NA				0
BC04	1	174448094	174756656	NA				0
BC04	1	174756657	174958251	NA				0
BC04	1	174958252	174991324	NA				0
BC04	1	174991325	222732952	NA				0
BC04	1	222732953	222746406	NA				0
BC04	1	222746407	248099342	NA				0
BC04	1	248099343	248407139	NA				0
BC04	1	248407140	248626521	NA				0
BC04	1	248626522	248739906	NA				0
BC04	1	248739907	248811727	NA				0
BC04	1	248811728	248814835	NA				0
BC04	1	248814836	248816707	NA				0
BC04	1	248816708	248847255	NA				0
BC04	1	248847256	248855287	NA				0
BC04	1	248855288	248856006	NA				0
BC04	1	248856007	248914573	NA				0
BC04	1	248914574	248918679	NA				0
BC04	1	248918680	248920024	NA				0
BC04	2	38938	39340	NA				0
BC04	2	39341	39555	NA				0
BC04	2	39556	106409	NA				0
BC04	2	106410	224970	NA				0
BC04	2	224971	272051	NA				0
BC04	2	272052	277314	NA				0
BC04	2	277315	504473	NA				0
BC04	2	504474	668618	NA				0
BC04	2	668619	1173070	NA				0
BC04	2	1173071	85754674	NA				0
BC04	2	85754675	86158605	NA				0
BC04	2	86158606	88186480	NA				0
BC04	2	88186481	88699958	NA				0
BC04	2	88699959	88700251	NA				0
BC04	2	88700252	88729548	NA				0
BC04	2	88729549	88811341	NA				0
BC04	2	88811342	88861377	NA				0
BC04	2	88861378	88861810	NA				0
BC04	2	88861811	88862035	NA				0
BC04	2	88862036	88885540	NA				0
BC04	2	88885541	88886138	NA				0
BC04	2	88886139	88897105	NA				0
BC04	2	88897106	88897674	NA				0
BC04	2	88897675	88931864	NA				0
BC04	2	88931865	89833363	NA				0
BC04	2	89833364	89851902	NA				0
BC04	2	89851903	90069936	NA				0
BC04	2	90069937	90190754	NA				0
BC04	2	90190755	90400193	NA				0
BC04	2	90400194	90401037	NA				0
BC04	2	90401038	90401260	NA				0
BC04	2	90401261	96104135	NA				0
BC04	2	96104136	96113295	NA				0
BC04	2	96113296	96114374	NA				0
BC04	2	96114375	96114968	NA				0
BC04	2	96114969	96116114	NA				0
BC04	2	96116115	96130118	NA				0
BC04	2	96130119	96143592	NA				0
BC04	2	96143593	96144788	NA				0
BC04	2	96144789	96208569	NA				0
BC04	2	96208570	96253470	NA				0
BC04	2	96253471	110184619	NA				0
BC04	2	110184620	110798946	NA				0
BC04	2	110798947	112340122	NA				0
BC04	2	112340123	112482606	NA				0
BC04	2	112482607	223770058	NA				0
BC04	2	223770059	223875615	NA				0
BC04	2	223875616	230185999	NA				0
BC04	2	230186000	230202874	NA				0
BC04	2	230202875	230327041	NA				0
BC04	2	230327042	230361773	NA				0
BC04	2	230361774	230473245	NA				0
BC04	2	230473246	230652825	NA				0
BC04	2	230652826	241202304	NA				0
BC04	2	241202305	241225147	NA				0
BC04	2	241225148	241229103	NA				0
BC04	2	241229104	241229561	NA				0
BC04	2	241229562	241229747	NA				0
BC04	2	241229748	241236604	NA				0
BC04	2	241236605	241236773	NA				0
BC04	2	241236774	241246976	NA				0
BC04	2	241246977	241247422	NA				0
